CAU_num_2006	CAU_name_2006	CAU_average_NZDep2006	CAU_average_NZDep_score_2006
556100	Tawhero	7	1005
556200	Gonville South	8	1048
556300	Gonville East	9	1061
556400	Gonville West	10	1246
556500	Springvale West	5	966
556600	Springvale East	3	941
556700	Wanganui Collegiate	7	1008
556800	Laird Park	10	1145
556900	Wanganui Central	10	1136
557000	Spriggens Park	9	1085
557100	Cooks Gardens	9	1080
557200	St Johns Hill	1	910
557300	Lower Aramoho	10	1124
557400	Upper Aramoho	8	1051
557500	Williams Domain	9	1061
557600	Wembley Park	10	1118
557700	Kowhai Park	8	1048
557800	Bastia Hill	2	914
557900	Durie Hill	4	955
558100	Putiki	6	991
558200	Marybank-Gordon Park	3	938
558300	Fordell-Kakatahi	6	979
558500	Waiouru	6	989
558600	Mangaweka	8	1047
558700	Hunterville	8	1039
558800	Ratana Community	10	1144
558900	Bulls	7	998
559000	Ngamatea	1	909
559210	Moawhango	2	915
559220	Pohonui-Porewa	4	954
559230	Lake Alice	4	955
559240	Koitiata	9	1062
559400	Taihape	7	1019
559500	Marton	8	1053
559700	Kiwitea	4	950
560000	Pohangina	2	916
560200	Ashhurst	5	962
560301	Stoney Creek	5	962
560302	Whakarongo	2	919
560411	Oroua Bridge	4	952
560412	Maewa	3	928
560421	Halcombe	3	937
560422	Tokorangi-Hiwinui	1	909
560710	Feilding North	8	1048
560720	Feilding West	6	995
560730	Feilding Central	8	1040
560740	Feilding East	6	988
560900	Sanson	7	1008
561000	Rongotea	6	992
561100	Tangimoana	10	1121
561200	Himatangi Beach	9	1083
561300	Foxton Beach	9	1062
561410	Rakiraki	3	938
561421	Ohakea	2	916
561422	Oroua Downs-Waitohi	4	946
561500	Moutoa	5	973
561700	Foxton	10	1113
561811	Kairanga	2	925
561812	Longburn	5	959
561813	Massey University	5	961
561820	Linton Military Camp	5	968
561901	Kauwhata	2	923
561902	Turitea	1	895
562100	Milson	5	975
562200	Kelvin Grove	5	959
562310	Takaro	7	1017
562320	Cloverlea	7	997
562401	Palmerston North Hospital	6	992
562402	Papaeoia	8	1032
562500	Roslyn	9	1079
562600	Terrace End	6	980
562710	Highbury	10	1135
562720	Westbrook	8	1033
562800	Palmerston North Central	9	1088
562910	Awapuni North	9	1076
562921	Awapuni West	3	935
562922	Awapuni South	2	927
563000	West End	8	1026
563101	Hokowhitu West	4	957
563102	Hokowhitu Lagoon	2	922
563200	Hokowhitu East	4	954
563300	Aokautere	1	889
563500	Shannon	10	1146
563600	Waitarere	7	1022
563701	Waikanae Beach	6	976
563703	Waikanae East	4	950
563704	Peka Peka	2	925
563705	Waikanae Park	3	930
563706	Waikanae West	5	959
563801	Tokomaru	6	984
563802	Opiki	4	954
563920	Kaitawa	1	898
564011	Lake Horowhenua	6	996
564012	Waiopehu	5	966
564013	Kohitere	4	956
564021	Mangaore-Manakau	4	956
564022	Otaki Forks	3	930
564023	Te Horo	3	934
564210	Levin North	8	1026
564220	Levin West	9	1104
564231	Playford Park	9	1087
564232	Levin South	10	1239
564240	Levin East	8	1026
564400	Otaki	9	1065
564510	Heretaunga Park	1	904
564520	Trentham South	6	979
564530	Pinehaven	1	910
564601	Nabhra	1	898
564602	Riverstone Terraces	1	874
564800	Glendale	9	1055
564900	Parkway	7	1003
565000	Fernlea	7	1000
565100	Arakura	8	1044
565200	Homedale West	8	1036
565300	Homedale East	7	1010
565400	Pencarrow	2	914
565601	Pauatahanui	1	889
565602	Endeavour	1	879
565603	Resolution	1	886
565604	Adventure	2	919
565700	Paekakariki Hill	1	912
565901	Paraparaumu Beach North	6	993
565902	Otaihanga	2	919
565903	Paraparaumu Beach South	5	965
566000	Paraparaumu Central	6	997
566101	Raumati Beach	5	971
566102	Raumati South	5	966
566200	Paekakariki	6	992
566301	Kapiti Island		
566302	Maungakotukutuku	1	897
566500	Te Marua	3	935
566610	Akatarawa	4	951
566620	Emerald Hill	5	965
566700	Maoribank	8	1030
566800	Clouston Park	6	978
566900	Totara Park	5	963
567000	Ebdentown	7	1020
567100	Upper Hutt Central	8	1027
567200	Maidstone	7	1010
567300	Wallaceville	7	1018
567400	Elderslea	7	1000
567500	Moonshine	5	972
567600	Brentwood	9	1070
567700	Trentham North	8	1038
567800	Heretaunga-Silverstream	3	942
567901	Cloustonville	1	904
567902	Mangaroa	1	889
568101	Tawhai	5	965
568102	Holborn	7	1017
568103	Delaney	9	1107
568104	Manuka	2	923
568201	Taita North	10	1202
568202	Taita South	10	1130
568301	Avalon East	9	1088
568302	Naenae North	10	1141
568303	Naenae South	10	1125
568401	Avalon West	5	969
568402	Boulcott	4	949
568501	Epuni West	7	1003
568502	Epuni East	8	1036
568601	Waterloo West	2	922
568602	Waterloo East	5	963
568701	Waiwhetu North	8	1041
568702	Waiwhetu South	7	1017
568800	Gracefield	10	1147
568900	Moera	10	1119
569001	Woburn North	1	898
569002	Woburn South	6	996
569100	Hutt Central	3	928
569201	Melling	7	1022
569202	Alicetown	6	987
569301	Normandale	1	885
569302	Maungaraki	2	913
569401	Tirohanga	1	882
569402	Belmont	1	895
569500	Kelson	1	908
569600	Haywards-Manor Park	5	963
569800	Korokoro	1	907
569900	Petone Central	7	1003
570000	Esplanade	7	1018
570100	Wilford	7	1023
570300	Eastbourne	1	895
570400	Titahi Bay North	9	1070
570500	Onepoto	6	996
570600	Titahi Bay South	9	1095
570700	Elsdon-Takapuwahia	10	1122
570800	Porirua Central	10	1202
570900	Porirua East	10	1177
571000	Ranui Heights	6	992
571100	Cannons Creek North	10	1222
571200	Cannons Creek South	10	1138
571300	Cannons Creek East	10	1198
571400	Waitangirua	10	1197
571500	Papakowhai	1	901
571600	Ascot Park	9	1080
571800	Pukerua Bay	2	918
571900	Plimmerton	2	914
572000	Mana-Camborne	1	911
572100	Paremata-Postgate	2	915
572200	Discovery	1	905
572300	Mana Island		
572500	Tawa South	1	899
572600	Tawa Central	5	959
572701	Linden	6	990
572702	Greenacres	1	886
572900	Thorndon-Tinakori Road	4	950
573000	Lambton	9	1068
573101	Willis Street-Cambridge Terrace	8	1048
573102	Wellington City-Marinas		
573200	Aro Street-Nairn Street	9	1082
573300	Mt Cook-Wallace Street	9	1090
573400	Mt Victoria West	5	974
573511	Glenside North	3	942
573512	Churton	1	887
573522	Grenada North	8	1035
573523	Grenada Village	1	906
573524	Newlands East	3	929
573525	Takapu	1	885
573526	Horokiwi	1	900
573600	Johnsonville North	2	927
573700	Johnsonville South	6	990
573800	Johnsonville East	2	928
573900	Newlands North	4	947
574001	Newlands South	4	951
574002	Ngauranga East	3	941
574100	Raroa	4	956
574200	Khandallah Park	1	893
574302	Te Kainga	1	890
574303	Ngauranga West	1	876
574304	Rangoon Heights	1	896
574401	Awarua	1	891
574402	Ngaio	1	895
574500	Kaiwharawhara	2	922
574600	Wadestown	1	893
574700	Wilton-Otari	2	928
574800	Karori North	1	902
574900	Karori Park	4	954
575000	Karori East	1	899
575100	Karori South	2	925
575200	Northland	3	935
575300	Kelburn	5	964
575400	Taitville	4	954
575500	Mitchelltown	3	931
575600	Brooklyn	2	927
575700	Vogeltown	3	941
575800	Kingston	5	960
575901	Brooklyn South	3	932
575902	Happy Valley-Owhiro Bay	4	945
576001	Island Bay West	3	944
576002	Island Bay East	2	928
576100	Melrose	3	933
576200	Berhampore	9	1074
576300	Newtown West	8	1041
576400	Newtown East	9	1082
576500	Adelaide	8	1026
576600	Oriental Bay	3	928
576700	Roseneath	2	927
576800	Hataitai	3	929
576901	Kilbirnie East	9	1055
576903	Kilbirnie West	6	976
576904	Evans Bay Marina		
577000	Lyall Bay	6	984
577100	Strathmore Park	8	1028
577200	Miramar South	6	986
577300	Miramar North	5	971
577400	Karaka Bay-Worser Bay	1	895
577500	Seatoun	1	896
577600	Maupuia	7	1000
577700	Makara-Ohariu	1	910
577900	Mangatainoka	4	950
578000	Pahiatua	8	1040
578100	Eketahuna	10	1124
578200	Nireaha-Tiraumea	4	951
578301	Homebush-Te Ore Ore	3	935
578302	Opaki-Fernridge	1	911
578401	Kopuaranga	2	916
578402	Whareama	3	929
578600	Masterton Central	9	1106
578700	Masterton West	8	1024
578800	Masterton East	10	1131
578901	Solway North	6	993
578902	Solway South	7	1023
579000	Ngaumutawa	7	1014
579100	Masterton Railway	10	1133
579200	Lansdowne	7	999
579400	Waingawa	3	934
579501	Mt Holdsworth	2	924
579502	Te Wharau	1	906
579700	Carterton	7	1009
579802	Tuturumuri	3	942
579803	Kahutara	3	932
579804	Inland Water-Lake Wairarapa		
579900	Greytown	4	957
580000	Featherston	8	1035
580100	Martinborough	6	994
580200	Havelock	5	969
580300	Renwick	3	934
580410	Woodbourne	4	948
580420	Omaka	1	910
580430	Spring Creek-Riverlands	4	949
580442	Waikawa	4	952
580444	Wairau	2	919
580445	Marlborough Sounds Coastal Marine	4	945
580446	Marlborough Sounds Terrestrial	5	962
580600	Severn	4	957
580801	Ward	3	932
580802	Seddon	7	1011
580900	Lake Tennyson	1	910
581100	Picton	7	1005
581210	Springlands	4	945
581220	Mayfield	8	1039
581230	Blenheim Central	8	1025
581240	Whitney	7	998
581250	Redwoodtown	6	987
581260	Witherlea	3	933
581400	Kaikoura Township	7	1007
581500	Kaikoura Rural	4	948
581601	Golden Bay	6	981
581602	Takaka	7	1012
581713	Glenduan	2	924
581715	Ngawhatu	2	920
581717	Aniseed Hill	1	886
581720	Hope	3	934
581721	Saxton Island	3	940
581722	Waimea Inlet East		
581723	Saxton	3	936
581724	Best Island	4	947
581725	Bell Island		
581726	Ranzau	3	937
581811	Richmond Hill	1	893
581812	Whangamoa	3	941
581822	Brightwater	2	914
581823	Wakefield	3	935
581825	Mapua	3	940
581831	Inlet-Motueka		
581832	Kaiteriteri	5	962
581833	Motueka Outer	6	976
581834	Rabbit Island	8	1036
581835	Waimea Inlet West	4	946
581836	Wai-Iti	2	928
581841	Golden Downs	6	977
581842	Lake Rotoroa	6	981
581843	Murchison	6	995
581844	Tapawera	9	1060
581850	Riwaka	5	963
582000	Clifton	2	914
582100	Atawhai	3	933
582200	Port Nelson	6	992
582300	The Wood	8	1033
582401	Britannia	3	936
582402	Washington	8	1051
582500	Trafalgar	7	1000
582600	Maitai	7	1000
582700	Kirks	8	1025
582800	Bronte	5	967
582900	Atmore	5	959
583000	Tahunanui	8	1049
583100	Tahuna Hills	3	940
583201	Toi Toi	9	1064
583202	Broads	9	1055
583300	Grampians	8	1024
583400	The Brook	6	987
583500	Nelson Airport	8	1025
583600	Nayland	6	996
583700	Enner Glynn	4	952
583800	Maitlands	5	974
583900	Isel Park	9	1067
584000	Langbein	6	981
584201	Richmond East	5	961
584202	Richmond West	4	947
584301	Motueka West	8	1029
584303	Motueka East	7	1009
584304	Moutere Inlet		
584305	Jackett Island	8	1029
584402	Karamea	8	1030
584403	Hector-Ngakawau	10	1163
584404	Granity	10	1140
584405	Orowaiti	5	961
584407	Little Wanganui	7	1014
584408	Mokihinui	9	1106
584409	Buller Coalfields	8	1039
584410	Westport Rural	4	954
584411	Charleston	8	1036
584412	Inangahua Junction	8	1046
584500	Westport Urban	9	1055
584600	Reefton	9	1056
584701	Inangahua Valley	7	1008
584702	Mawheraiti	5	975
584703	Maruia	6	980
584800	Karoro	1	897
584911	Kaiata	6	984
584912	South Beach-Camerons	2	922
584922	Blackball	9	1067
584923	Point Elizabeth	4	949
584930	Dobson	7	1005
584931	Barrytown	7	1019
584932	Coal Creek	4	949
584933	Atarau	4	949
584934	Greymouth Rural	7	1002
584935	Marsden-Hohonu	5	964
584936	Arnold Valley	5	959
584937	Nelson Creek-Ngahere	6	992
584938	Ahaura	5	972
584939	Lake Brunner	6	977
584940	Haupiri	4	946
585000	Runanga-Rapahoe	8	1033
585110	Cobden	9	1088
585120	Blaketown	7	1010
585130	Greymouth Central	9	1095
585140	Greymouth South	5	973
585306	Kumara	8	1049
585307	Kaniere	2	927
585309	Ross	6	987
585311	Harihari	6	978
585312	Franz Josef	4	957
585313	Fox Glacier	5	963
585314	Taramakau	6	986
585315	Otira	9	1093
585316	Waimea-Arahura	4	957
585317	Hokitika Rural	5	975
585318	Hokitika Valley	3	932
585319	Totara River	4	952
585320	Waitaha	6	996
585321	Whataroa	5	963
585322	Waiho	5	963
585323	Karangarua	7	1001
585324	Bruce Bay-Paringa	7	1003
585325	Haast	8	1033
585400	Hokitika Urban	7	1015
585502	Hanmer Springs	6	982
585504	Culverden	5	967
585505	Waiau	9	1089
585506	Amuri	2	922
585601	Parnassus	4	946
585602	Cheviot	7	1013
585700	Hurunui	4	951
585802	Amberley	6	982
585803	Leithfield	2	927
585805	Sefton	3	930
585806	Okuku	2	921
585807	Loburn	1	897
585808	Ashley	2	920
586001	Camside	2	918
586002	Pines-Kairaki Beach	7	1002
586112	Waikuku	5	972
586114	Cust	1	881
586115	Mairaki	1	887
586116	Fernside	1	903
586117	Tuahiwi	4	950
586118	Coldstream	4	950
586120	Woodend	2	919
586302	Rangiora West	5	960
586303	Rangiora East	7	1000
586304	Southbrook	4	951
586305	Kingsbury	1	902
586306	Rangiora North	7	998
586401	Kaiapoi North	6	976
586403	Kaiapoi South	7	1008
586404	Mansfield	2	916
586405	Courtenay	1	913
586501	Clarkville	2	925
586502	Kaiapoi West	6	980
586601	West Eyreton	1	899
586603	Mandeville	1	883
586604	Ohoka	1	898
586801	Ashley Gorge	3	935
586802	Oxford	6	986
586900	Darfield	5	958
587010	Kirwee	1	906
587020	Burnham Military Camp	4	957
587100	Malvern	4	948
587302	Halswell South	1	913
587303	Oaklands West	1	902
587304	Oaklands East	4	944
587400	Hornby North	8	1030
587500	Hornby South	7	1022
587701	Sockburn	7	1016
587702	Wigram	5	968
587811	Yaldhurst	2	927
587812	Broomfield	8	1026
587820	Templeton	4	956
587830	Islington	6	988
587841	Prebbleton	1	887
587842	Halswell West	2	921
587844	Westmorland	1	884
587845	Aidanfield	1	903
587846	Halswell Domain	1	897
587847	Hendersons Basin	4	952
587902	Mcleans Island	1	913
587903	Kennedys Bush	1	886
587904	West Melton	1	895
587905	Taitapu	1	900
588101	Redwood North	4	957
588102	Redwood South	4	952
588200	Styx Mill	5	974
588300	Casebrook	9	1073
588401	Belfast South	2	921
588402	Sawyers Arms	2	926
588500	Kaimahi	4	946
588600	Harewood	4	953
588700	Bishopdale	5	973
588800	Russley	3	936
588900	Burnside	4	954
589000	Wairarapa	6	981
589100	Jellie Park	9	1078
589200	Bryndwr	2	921
589300	Holmwood	1	899
589400	Fendalton	3	939
589500	Deans Bush	1	898
589601	Hawthornden	2	924
589602	Merrin	4	954
589700	Westburn	3	936
589800	Masham	3	937
589900	Avonhead	3	935
590000	Ilam	6	979
590100	Upper Riccarton	7	1013
590200	Wharenui	8	1035
590300	Middleton	9	1056
590400	Belfast	5	966
590501	Travis Wetland	2	925
590502	Marshland	2	916
590602	Parklands	5	964
590603	Waimairi Beach	3	929
590604	Styx	4	952
590701	Mona Vale	4	949
590702	Riccarton West	9	1082
590800	Riccarton	8	1042
590900	Riccarton South	9	1059
591101	Cashmere West	1	893
591102	Cashmere East	1	889
591200	Rapaki Track	2	925
591300	Heathcote Valley	3	932
591500	Cathedral Square	8	1049
591600	Hagley Park	7	1008
591700	Avon Loop	8	1044
591800	Northcote	8	1028
591900	Papanui	4	957
592000	Aorangi	4	956
592100	Strowan	2	927
592200	Merivale	5	959
592300	Rutland	2	924
592401	St Albans West	6	986
592402	St Albans East	7	1013
592500	Mairehau	5	959
592600	Edgeware	7	1013
592701	Shirley West	8	1047
592702	Shirley East	8	1042
592811	Burwood	4	950
592812	Dallington	6	983
592820	Travis	4	953
592900	Avondale	5	960
593000	Chisnall	8	1033
593100	Aranui	10	1168
593200	Richmond North	5	975
593300	Richmond South	9	1106
593400	Avonside	9	1056
593501	Linwood	10	1112
593502	Phillipstown	10	1126
593600	Linwood North	9	1060
593700	Linwood East	9	1094
593800	Bexley	9	1065
593900	Bromley	9	1069
594010	Woolston West	9	1065
594020	Ferrymead	7	1012
594100	Woolston South	9	1062
594200	Ensors	9	1079
594300	Opawa	5	966
594400	St Martins	3	932
594500	Waltham	10	1112
594600	Sydenham	9	1071
594700	Addington	9	1099
594800	Barrington North	7	1010
594900	Barrington South	4	955
595000	Spreydon	8	1027
595100	Hoon Hay	4	954
595200	Hoon Hay South	3	936
595300	Hillmorton	8	1028
595400	Somerfield	5	965
595500	Beckenham	2	915
595600	North Beach	7	1000
595700	Rawhiti	7	1010
595800	New Brighton	8	1036
595900	South Brighton	5	958
596000	Mt Pleasant	1	891
596101	Avon-Heathcote Estuary	2	920
596102	Moncks Bay	1	905
596200	Sumner	2	923
596400	Lyttelton	4	950
596502	Diamond Harbour	3	942
596503	Governors Bay	1	893
596504	Quail Island		
596600	Port Levy	7	1016
596800	Akaroa	3	928
596901	Akaroa Harbour	3	930
596902	Banks Peninsula Eastern Bays	5	964
597000	Chatham Islands	6	986
597101	Little River	4	951
597102	Inland Water-Lake Ellesmere South		
597200	Lincoln	4	946
597300	Leeston	3	943
597400	Southbridge	3	932
597502	Rolleston	1	909
597503	Dunsandel	2	921
597504	Springston	1	904
597505	Inland Water-Lake Ellesmere North		
597506	Selwyn-Rakaia	2	925
597600	Methven	3	941
597711	Fairton	1	898
597712	Plains Railway	1	906
597720	Mt Somers	2	920
597730	Hinds	2	920
597741	Chertsey	3	939
597742	Rakaia	7	999
597810	Allenton	3	941
597820	Ashburton Central West	5	966
597830	Netherby	7	1023
597840	Ashburton Central East	7	1006
597850	Hampstead	8	1028
597860	Tinwald	5	964
598000	Winchester	4	951
598201	Fairview-Scarborough	3	933
598202	Otipua Creek-Washdyke Flat	1	902
598311	Ben Mcleod	3	932
598312	Orari	3	930
598313	Levels	1	909
598314	Pareora	8	1024
598320	Pleasant Point	5	961
598500	Geraldine	5	971
598600	Temuka	7	999
598700	Washdyke	5	975
598800	Waimataitai	7	1008
598900	Marchwiel	7	1016
599000	Maori Park	6	989
599100	Highfield	3	941
599200	Glenwood	5	965
599300	Gleniti	1	910
599400	Fraser Park	6	979
599500	Seaview	8	1048
599600	Watlington	6	991
599700	Parkside	8	1047
599800	Timaru Gardens	8	1037
599900	Redruth	9	1059
600100	Twizel Community	6	989
600200	Fairlie	5	962
600312	Mt Cook	5	970
600320	Lake Tekapo	3	935
600321	Inland Water-Lake Alexandrina		
600322	Inland Water-Lake Tekapo	1	911
600323	Mackenzie	3	931
600410	Waihao	3	943
600420	St Andrews	4	955
600500	Waimate	9	1055
600600	Weston	3	935
600811	Pukeuri	2	922
600812	Ardgowan	1	902
600813	Cape Wanbrow	1	899
600822	Duntroon	6	982
600824	Kurow	6	988
600826	Maheno	4	947
600827	Omarama	4	954
600828	Kakanui	6	977
600830	Otematata	6	987
600831	Aviemore	4	952
600832	Inland Water-Lake Ohau	2	925
600840	Hampden	6	993
601010	Oamaru North	8	1026
601020	Orana Park	8	1027
601030	Oamaru Central	7	1010
601040	Oamaru South	5	970
601200	Palmerston	6	982
601301	Waihemo	4	957
601302	Hyde	4	954
601400	Waikouaiti	5	972
601500	Aramoana	3	938
601602	Waitati	5	960
601603	Evansdale	4	949
601604	Karitane	6	981
601605	Warrington	4	948
601700	Nenthorn	1	894
601900	Fairfield	1	897
602000	Brighton	5	974
602100	Waldronville	2	925
602200	Outram	1	910
602300	Middlemarch	7	1005
602411	Wyllies Crossing	1	895
602412	Wingatui	1	907
602421	Kaikorai Hill	1	887
602422	Saddle Hill	1	890
602500	Taieri	1	904
602600	Strath Taieri	3	942
602800	Harbourside	9	1096
602900	Fernhill	9	1073
603000	High St-Stuart St	7	1024
603100	Stuart St-Frederick St	9	1083
603210	Opoho	3	940
603220	Forrester Park	7	1004
603300	North East Valley	8	1027
603400	Pine Hill	7	1010
603500	Woodhaugh	7	999
603601	North Dunedin	9	1107
603602	Otago University	10	1126
603710	Maori Hill	2	917
603720	Balmacewen	4	954
603810	Glenleith	1	899
603820	Helensburgh	2	914
603910	Wakari	7	998
603920	Halfway Bush	6	990
603930	Brockville	8	1034
604010	Roslyn North	2	926
604020	Roslyn South	3	936
604110	Mornington	5	969
604120	Belleknowes	3	934
604130	Kenmure	3	943
604210	Caversham	8	1039
604221	Corstorphine West	9	1091
604222	Corstorphine East	3	941
604300	Caledonian	9	1096
604410	South Dunedin	10	1189
604420	Forbury	9	1084
604500	St Clair	7	1009
604611	Musselburgh	4	950
604612	Andersons Bay	2	920
604620	Vauxhall	1	905
604710	St Leonards-Blanket Bay	1	912
604720	Ravensbourne	5	972
604810	Inner Peninsula	4	944
604821	Company Bay	1	903
604822	Macandrew Bay	1	906
604830	Broad Bay-Portobello	3	932
604901	Taiaroa-Cape Saunders	7	1004
604902	Sandymount	1	878
605100	Sawyers Bay	4	952
605200	Port Chalmers	8	1037
605400	St Kilda West	5	967
605500	St Kilda Central	9	1062
605600	St Kilda East	7	1019
605800	Green Island	6	980
605910	Abbotsford	3	944
605920	Concord	6	991
606100	Mosgiel East	7	1002
606210	Mosgiel South	5	973
606220	East Taieri	1	898
606300	Bush Road	6	981
606500	Benhar	8	1027
606600	Stirling	3	938
606700	Bruce	3	934
606800	Milton	8	1042
606900	Kaitangata	7	1020
607000	Clinton	8	1041
607100	Kaka Point	5	964
607200	Owaka	6	996
607300	Clutha	3	929
607400	Balclutha	6	976
607501	Teviot	4	956
607502	Tuapeka	3	930
607600	Tapanui	6	984
607700	Lawrence	7	1012
607800	Roxburgh	7	1006
607900	Ranfurly	5	975
608000	Maniototo	3	936
608100	Naseby	5	972
608302	Dunstan	1	908
608303	Clyde	4	946
608304	Hawea	2	923
608305	Inland Water-Lake Hawea		
608500	Alexandra	5	961
608600	Cromwell	4	956
608700	Frankton	3	939
608800	Wanaka	2	921
609011	Milford	10	1452
609012	Glenorchy	3	943
609022	Kelvin Heights	1	901
609023	Sunshine Bay	3	935
609026	Wakatipu	1	886
609027	Inland Water-Lake Wakatipu	2	916
609028	Lake Hayes	1	888
609029	Matukituki	2	916
609030	Inland Water-Lake Wanaka		
609200	Arrowtown	2	913
609301	Queenstown Bay	5	975
609302	Queenstown Hill	3	942
609400	Balfour Community	5	970
609500	Riversdale Community	3	937
609600	Lumsden Community	7	1011
609700	Edendale Community	5	961
609800	Wyndham	6	989
609911	Makarewa North	2	913
609912	Makarewa	1	908
609913	Bay Road West	2	918
609914	Mill Road-Woodend	3	941
609921	Bushy Point	1	886
609922	Otatara	1	893
610010	Charlton	1	911
610020	Waikaia	3	935
610031	Kaweku	2	918
610032	Chatton	2	915
610033	Kaiwera	1	909
610040	Hokonui	2	919
610051	Waianiwa	2	916
610052	Oreti Beach	2	920
610061	Dacre	1	910
610062	Myross Bush	1	890
610072	Waituna	2	924
610073	Woodlands	2	923
610074	Greenhills	4	946
610075	Tiwai Point		
610080	Toetoes	3	933
610090	Wallacetown	3	935
610210	North Gore	5	967
610220	East Gore	7	1020
610230	Central Gore	6	978
610240	West Gore	5	964
610250	South Gore	7	1014
610400	Mataura	8	1051
610500	Winton	4	953
610601	Grasmere	6	977
610602	Waikiwi	4	947
610700	Rosedale	1	912
610800	Gladstone-Avenal	4	946
610900	Windsor	5	968
611001	Waverley-Glengarry	8	1042
611002	Hawthorndale	6	996
611100	Richmond	7	1011
611210	Otakaro Park	9	1081
611220	Crinan	10	1192
611300	West Invercargill	10	1138
611400	Georgetown	9	1079
611500	Newfield-Rockdale	7	1022
611601	Heidelberg	9	1079
611602	Strathern	9	1066
611700	Appleby-Kew	9	1099
611800	Kingswell-Clifton	8	1043
611900	Tisbury	3	937
612100	Bluff	9	1061
612200	Nightcaps	9	1078
612300	Ohai	10	1110
612400	Te Anau	4	948
612500	Tuatapere	6	981
612600	Otautau	7	1009
612712	Manapouri	3	933
612713	Mossburn	4	953
612714	Mararoa River	1	905
612715	Inland Water-Lake Te Anau	1	886
612720	Wairio	3	936
612730	Te Waewae	5	958
612740	Fairfax	3	935
612801	Riverton East	9	1058
612802	Riverton West	5	971
612901	Fiordland	2	924
612902	Inland Water-Lake Manapouri	2	924
612903	Inland Water-Lake Hauroko		
613000	Stewart Island	7	1018
614001	Oceanic-Kermadec Islands		
614002	Kermadec Islands		
614502	Inlet-Hokianga Harbour		
614503	Three Kings Islands		
614504	Oceanic-Northland Region		
614601	Inlet-Rangaunu Harbour		
614602	Inlet-Doubtless Bay		
614700	Inlet-Whangaroa Harbour		
614800	Inlet-Bay of Islands		
615101	Inlet-Tutukaka Harbour		
615102	Inlet-Whangarei Harbour	4	950
615301	Inlet-Port Whangarei		
615302	Inlet-Mangawhai Harbour		
615800	Mokohinau Island		
615900	Little Barrier Island		
616001	Kaikoura and Rangiahua Islands		
616002	Inlet-Port Fitzroy		
616100	Cape Barrier		
616200	Rakitu Island		
616300	Browns Island		
616400	Aiguilles Island		
617000	Inlet-Kaipara Harbour North		
617101	Inlet-Kaipara Harbour South		
617102	Inlet-Kaipara River		
617200	Inlet-Takapuna Head		
617400	Inlet-Hobson Bay		
617501	Oceanic-Auckland Region East		
617502	Tidal-Great Barrier Island		
617503	Tidal-Motutapu and Browns Islands		
617602	Oceanic-Auckland Region West		
617604	Tidal-Manukau Harbour		
617605	Inlet-Manukau Harbour		
617606	Tidal-Manukau Harbour  North		
617702	Tidal-Tamaki		
617703	Tamaki Strait		
617704	Tidal-Eastern Bays		
617800	Inlet-Waiuku River		
617901	Inlet-Waitemata Harbour		
617902	Tidal-Waitemata Harbour		
617903	Auckland City-Marinas		
618300	Te Motu Island		
618400	Motiti Island		
618500	Mayor Island		
619000	Inlet-Raglan Harbour		
619101	Inlet-Aotea Harbour North		
619102	Inlets-Otorohanga District		
619201	Inlet-Waitomo District		
619202	Oceanic-Waikato Region West		
619301	Inlets-Thames-Coromandel District		
619302	Islands-Thames-Coromandel District		
619303	Bays-Thames-Coromandel District		
619400	Oceanic-Waikato Region East		
619500	Inlet-Firth of Thames		
619701	Moutohora Island		
619702	Oceanic-Bay of Plenty Region		
619900	White Island		
620000	Inland Water-Lake Taupo		
620400	Oceanic-Gisborne Region		
620901	Inlet-Port Napier		
620903	Oceanic-Hawke's Bay Region		
620904	Bare Island		
621401	Port-Taranaki		
621402	Oceanic-Taranaki Region		
621500	Oceanic-Oil Rigs Taranaki		
622000	Oceanic-Tararua Constituency		
622101	Inlet-Wellington Harbour		
622102	Seaview Marina		
622201	Inlet-Porirua Harbour		
622202	Oceanic-Wellington Region		
622700	Oceanic-Manawatu-Wanganui Region		
623801	Inlet-Tasman Bay	6	992
623803	Oceanic-Tasman Region		
623804	Oceanic-Nelson Region		
623805	Oceanic-Marlborough Region		
623806	Oceanic-Canterbury Region North		
623900	Inlet-Ligar Bay		
624100	Inlet-Buller River		
624600	Oceanic-West Coast Region		
625101	Inlet-Port Lyttelton		
625102	Inlets-Banks Peninsula Bays		
625103	Oceanic-Canterbury Region South		
625200	Oceanic-Chatham Islands		
625300	Inlet-Port Timaru		
625800	Inlet-Otago Harbour		
625901	Inlet-Dunedin City Bays		
625902	Oceanic-Otago Region		
626000	Inlet-Port Oamaru		
626100	Inlet-Milford Sound		
626500	Dog Island		
626601	Oceanic-Campbell Island		
626602	Campbell Island		
626700	Centre Island		
626801	Inlet-Bluff Harbour		
626802	Inlet-New River Estuary		
626900	Oceanic-Oil Rig Southland		
627000	Inlet-Jacobs River Estuary		
627201	Oceanic-Southland Region		
627203	Oceanic-Auckland Islands		
627204	Auckland Islands		
628000	Ross Dependency		
666667	NZ Economic Zone		
666668	Oceanic-Bounty Islands		
666669	Bounty Islands		
666670	Oceanic-Snares Islands		
666671	Snares Island		
666672	Oceanic-Antipodes Islands		
666673	Antipodes Islands		
